gold_label,sentence1,sentence2
entailment,can only move forwards diagonally,That coin can move like diagonally in all directions
entailment,That coin can move like diagonally in all directions,Okay
entailment,Okay,All right
entailment,All right,Let me just send your request this kind of
entailment,Let me just send your request this kind of,I don't see you here
entailment,I don't see you here,Where
entailment,Where,yeah I mean it just because of the time lapse it just it's gone can you send me requests go to multiplayer and set try to send me a request if you see me there because I don't see you there
entailment,yeah I mean it just because of the time lapse it just it's gone can you send me requests go to multiplayer and set try to send me a request if you see me there because I don't see you there,Okay
entailment,Okay,we're already paying
entailment,we're already paying,Close
entailment,Close,multiplayer
entailment,multiplayer,Give me a second yeah
entailment,Give me a second yeah,yep I see you accepted
entailment,yep I see you accepted,Great so let me make my
entailment,Great so let me make my,yeah
entailment,yeah,yeah
entailment,yeah,done
entailment,done,yeah
entailment,yeah,yeah
entailment,yeah,Right
neutral,Right,This is the first time i'm playing this game
entailment,This is the first time i'm playing this game,This is my second
entailment,This is my second,learned it
entailment,learned it,So the first rule playing any game is you don't think too much
entailment,So the first rule playing any game is you don't think too much,yeah
entailment,yeah,When
entailment,When,it's time now
entailment,it's time now,All right
entailment,All right,I think that's it
entailment,I think that's it,yeah
entailment,yeah,So that's good i'm
entailment,So that's good i'm,Recording
entailment,Recording,Yes I can see
entailment,Yes I can see,that's what was happening before and actually now on yours I can see the option but I didn't see it online
entailment,that's what was happening before and actually now on yours I can see the option but I didn't see it online,Okay
entailment,Okay,Maybe with the setting
entailment,Maybe with the setting,That I was wanting to come again
entailment,That I was wanting to come again,You can see the option on your
